
00-00001924;Станция Топас-С 6 С 1400                                        со скидкой;шт.;1;117400;105660;Топас-С;;6;;С;1400;Топас;82180;19000;7500;12500;;1,2;1;3,1;4;2;3,672;8,16;;;;;7,392;11,88;800;
00-00001925;Станция Топас-С 6 П 1400                                        со скидкой;шт.;1;131200;118080;Топас-С;;6;;П;1400;Топас;91840;19000;7500;12500;;1,2;1;3,1;4;2;3,672;8,16;;;;;7,392;11,88;800;
00-00001926;Станция Топас-С 8 С 800                                        со скидкой;шт.;1;116900;105210;Топас-С;;8;;С;800;Топас;81830;18000;8500;13500;;1,6;1,2;2,5;5;3,3;3,84;8,16;;;;;8,64;12,96;500;
00-00001927;Станция Топас-С 8 П 800                                        со скидкой;шт.;1;129100;116190;Топас-С;;8;;П;800;Топас;90370;18000;8500;13500;;1,6;1,2;2,6;5;3,5;3,968;8,448;;;;;8,96;13,44;500;
00-00001928;Станция Топас-С 8 С 1400                                        со скидкой;шт.;1;133100;119790;Топас-С;;8;;С;1400;Топас;93170;21000;8500;13500;;1,6;1,2;3,1;5;3,3;4,608;9,888;;;;;10,56;15,84;800;
00-00001929;Станция Топас-С 8 П 1400                                        со скидкой;шт.;1;146900;132210;Топас-С;;8;;П;1400;Топас;102830;21000;8500;13500;;1,6;1,5;3,1;6;4,1;5,1;10,776;;;;;12,54;18,216;800;
00-00001930;Станция Топас-С 8 С 1400 Ус                                       со скидкой;шт.;1;147500;132750;Топас-С;;8;;С;1400;Топас;103250;21000;8500;13500;;;;;;;0,032;0,128;;;;;0,032;0,128;800;
00-00001931;Станция Топас-С 8 П 1400 Ус                                       со скидкой;шт.;1;161300;145170;Топас-С;;8;;П;1400;Топас;112910;21000;8500;13500;;;;;;;0,032;0,128;;;;;0,032;0,128;800;
00-00001932;Станция Топас-С 9 С 800                                        со скидкой;шт.;1;121700;109530;Топас-С;;9;;С;800;Топас;85190;19500;9500;14500;;1,6;1,2;2,55;5;3,4;3,904;8,304;;;;;8,8;13,2;500;
00-00001933;Станция Топас-С 9 П 800                                        со скидкой;шт.;1;131900;118710;Топас-С;;9;;П;800;Топас;92330;19500;9500;14500;;1,6;1,2;2,6;5;3,5;3,968;8,448;;;;;8,96;13,44;500;
00-00001934;Станция Топас-С 9 С 1400                                        со скидкой;шт.;1;138500;124650;Топас-С;;9;;С;1400;Топас;96950;22500;9500;14500;;1,6;1,2;3,1;5;3,3;4,608;9,888;;;;;10,56;15,84;800;
00-00001935;Станция Топас-С 9 П 1400                                        со скидкой;шт.;1;151000;135900;Топас-С;;9;;П;1400;Топас;105700;22500;9500;14500;;1,5;1,2;3,1;5;3,1;4,452;9,6;;;;;10,032;15,18;800;
00-00001936;Станция Топас-С 9 С 1400 Ус                                       со скидкой;шт.;1;159500;143550;Топас-С;;9;;С;1400;Топас;111650;22500;9500;14500;;1,8;1,4;3,1;6;4,3;5,256;11,064;;;;;13,068;18,876;800;
00-00001937;Станция Топас-С 9 П 1400 Ус                                       со скидкой;шт.;1;170900;153810;Топас-С;;9;;П;1400;Топас;119630;22500;9500;14500;;1,7;1,35;3,1;6;3,9;5,013;10,623;;;;;12,1275;17,7375;800;
00-00001938;Станция Топас-С 10 С 800                                        со скидкой;шт.;1;151600;136440;Топас-С;;10;;С;800;Топас;106120;21000;9500;14500;;2,1;1,2;2,5;6;4,3;4,5;9,36;;;;;10,8;15,66;500;
00-00001939;Станция Топас-С 10 П 800                                        со скидкой;шт.;1;163700;147330;Топас-С;;10;;П;800;Топас;114590;21000;9500;14500;;2,1;1,2;2,6;6;4,5;4,648;9,688;;;;;11,2;16,24;500;
00-00001940;Станция Топас-С 10 С 1400                                        со скидкой;шт.;1;171900;154710;Топас-С;;10;;С;1400;Топас;120330;24000;9500;14500;;2,1;1,2;3,1;6;4,3;5,388;11,328;;;;;13,2;19,14;800;
00-00001941;Станция Топас-С 10 П 1400                                        со скидкой;шт.;1;193500;174150;Топас-С;;10;;П;1400;Топас;135450;24000;9500;14500;;2,1;1,2;3,1;6;4,3;5,388;11,328;;;;;13,2;19,14;800;
00-00001942;Станция Топас-С 10 С 1400 Ус                                       со скидкой;шт.;1;200300;180270;Топас-С;;10;;С;1400;Топас;140210;24000;9500;14500;;2,1;1,2;3,1;6;4,3;5,388;11,328;;;;;13,2;19,14;800;
00-00001943;Станция Топас-С 10 П 1400 Ус                                       со скидкой;шт.;1;211100;189990;Топас-С;;10;;П;1400;Топас;147770;24000;9500;14500;;2,1;1,2;3,1;6;4,3;5,388;11,328;;;;;13,2;19,14;800;
00-00001944;Станция Топас-С 12 С 800                                        со скидкой;шт.;1;155600;140040;Топас-С;;12;;С;800;Топас;108920;22000;10000;15000;;2,1;1,2;2,55;6;4,4;4,574;9,524;;;;;11;15,95;500;
00-00001945;Станция Топас-С 12 П 800                                        со скидкой;шт.;1;168100;151290;Топас-С;;12;;П;800;Топас;117670;22000;10000;15000;;2,05;1,2;2,6;6;4,4;4,58;9,564;;;;;10,976;15,96;500;
00-00001946;Станция Топас-С 12 С 1400                                        со скидкой;шт.;1;174900;157410;Топас-С;;12;;С;1400;Топас;122430;25000;10000;15000;;2,1;1,2;3,1;6;4,3;5,388;11,328;;;;;13,2;19,14;800;
00-00001947;Станция Топас-С 12 П 1400                                        со скидкой;шт.;1;191500;172350;Топас-С;;12;;П;1400;Топас;134050;25000;10000;15000;;2;1,2;3,1;6;4,1;5,232;11,04;;;;;12,672;18,48;800;
00-00001948;Станция Топас-С 12 С 1400 Ус                                       со скидкой;шт.;1;201300;181170;Топас-С;;12;;С;1400;Топас;140910;25000;10000;15000;;2,11;1,4;3,1;6;5;5,752;11,9692;;;;;14,9094;21,1266;800;
00-00001949;Станция Топас-С 12 П 1400 Ус                                       со скидкой;шт.;1;211800;190620;Топас-С;;12;;П;1400;Топас;148260;25000;10000;15000;;2;1,4;3,1;6;4,8;5,576;11,648;;;;;14,256;20,328;800;
